Date,Temp,Humidity,Rain,Wind
2021-10-26,15.6,66,1.6,1.7
2021-10-27,17.5,79,0.4,2.3
2021-10-28,17.0,41,1.2,4.5
2021-10-29,20.8,52,1.6,0.2
2021-10-30,12.8,71,4.0,7.3
2021-10-31,20.6,70,1.3,1.3
2021-11-01,21.1,55,4.6,1.8
2021-11-02,14.8,71,2.2,4.1
2021-11-03,18.5,71,0.3,5.7
2021-11-04,18.7,73,10.6,0.8
2021-11-05,16.9,50,1.5,2.5
2021-11-06,18.4,49,1.0,7.7
2021-11-07,18.0,54,2.2,2.1
2021-11-08,23.9,56,0.2,2.5
2021-11-09,22.5,79,2.0,6.7
2021-11-10,23.4,57,1.4,0.4
2021-11-11,22.6,48,1.0,3.7
2021-11-12,19.1,64,6.1,3.0
2021-11-13,20.5,79,1.5,2.5
2021-11-14,22.8,53,0.5,2.3
2021-11-15,19.6,64,1.2,0.7
2021-11-16,23.6,89,5.0,2.5
2021-11-17,21.9,61,0.4,0.3
2021-11-18,21.8,69,0.5,6.2
2021-11-19,24.2,59,0.0,3.2
2021-11-20,23.8,60,0.0,3.6
2021-11-21,22.4,83,3.5,7.1
2021-11-22,25.6,71,2.6,5.3
2021-11-23,21.3,85,0.9,0.1
2021-11-24,24.8,88,2.4,7.5
2021-11-25,24.9,60,1.0,1.9
2021-11-26,23.2,74,6.1,0.9
2021-11-27,24.6,71,6.8,6.1
2021-11-28,21.6,69,1.0,4.0
2021-11-29,26.1,78,3.9,3.5
2021-11-30,24.0,88,3.0,2.0
2021-12-01,23.4,51,0.7,4.4
2021-12-02,26.6,80,0.5,2.2
2021-12-03,23.2,86,1.2,7.2
2021-12-04,21.9,57,3.0,1.7
2021-12-05,21.6,60,6.4,7.1
2021-12-06,26.0,52,2.9,4.5
2021-12-07,22.3,60,3.9,6.6
2021-12-08,28.4,47,1.8,5.7
2021-12-09,20.8,85,3.6,5.6
2021-12-10,28.4,79,3.1,2.6
2021-12-11,25.4,85,0.9,1.9
2021-12-12,24.8,46,1.6,1.7
2021-12-13,23.9,62,3.3,6.9
2021-12-14,25.8,83,0.1,6.6
2021-12-15,24.9,71,3.3,3.5
2021-12-16,27.2,50,0.4,1.1
2021-12-17,25.2,61,1.4,3.1
2021-12-18,25.2,61,3.3,5.0
2021-12-19,24.1,82,0.6,3.6
2021-12-20,24.7,64,0.6,6.2
2021-12-21,25.3,61,1.0,8.0
2021-12-22,21.2,67,4.5,1.5
2021-12-23,21.9,68,0.0,3.7
2021-12-24,26.0,52,4.6,3.4
2021-12-25,24.7,57,0.3,2.4
2021-12-26,23.9,41,9.2,1.6
2021-12-27,24.2,68,6.2,0.5
2021-12-28,24.8,60,1.4,7.1
2021-12-29,22.9,54,1.4,3.4
2021-12-30,22.2,66,1.3,4.0
2021-12-31,24.1,89,2.0,7.3
2022-01-01,21.6,70,0.2,6.2
2022-01-02,24.2,54,0.1,1.0
2022-01-03,19.8,62,0.1,4.5
2022-01-04,25.1,63,1.2,3.5
2022-01-05,23.8,83,0.6,6.4
2022-01-06,23.2,52,1.9,5.8
2022-01-07,24.5,61,9.8,5.5
2022-01-08,25.6,82,1.0,2.7
2022-01-09,24.1,76,1.7,6.4
2022-01-10,18.2,72,1.1,0.4
2022-01-11,19.1,42,3.8,1.3
2022-01-12,20.2,58,4.7,2.7
2022-01-13,21.3,62,4.2,0.6
2022-01-14,22.1,68,7.3,1.9
2022-01-15,19.3,69,0.1,6.6
2022-01-16,20.9,78,3.7,7.6
2022-01-17,18.8,83,2.8,2.4
2022-01-18,18.8,86,0.5,2.1
2022-01-19,17.0,64,6.3,2.2
2022-01-20,17.7,76,0.3,2.2
2022-01-21,16.6,86,2.3,0.3
2022-01-22,17.1,47,0.5,7.4
2022-01-23,20.9,81,1.1,1.7
2022-01-24,16.6,55,2.5,3.4
2022-01-25,23.5,47,1.7,0.1
2022-01-26,19.0,40,1.1,6.9
2022-01-27,18.1,83,0.8,5.8
2022-01-28,15.7,44,3.7,7.6
2022-01-29,18.5,42,0.3,6.3
2022-01-30,15.7,40,1.1,2.5
2022-01-31,16.8,43,4.7,2.0
2022-02-01,21.4,79,3.7,5.6
2022-02-02,15.8,74,1.0,2.9
2022-02-03,18.0,71,2.9,4.5
2022-02-04,14.0,81,3.5,0.1
2022-02-05,15.1,73,4.4,0.5
2022-02-06,18.4,82,1.6,4.3
2022-02-07,13.3,64,0.5,4.5
2022-02-08,17.9,49,0.6,6.0
2022-02-09,15.4,60,0.7,1.1
2022-02-10,12.6,85,1.8,4.1
2022-02-11,14.7,78,0.1,1.6
2022-02-12,15.1,66,2.0,0.7
2022-02-13,14.1,66,0.9,3.3
2022-02-14,9.4,41,0.7,1.3
2022-02-15,10.9,80,4.2,1.8
2022-02-16,11.5,87,1.2,2.5
2022-02-17,11.6,52,0.2,2.1
2022-02-18,12.7,48,3.5,0.7
2022-02-19,11.6,75,0.1,0.7
2022-02-20,8.3,61,2.6,1.5
2022-02-21,11.5,81,3.0,0.4
2022-02-22,11.7,65,0.9,5.0
2022-02-23,11.3,51,3.5,2.3
2022-02-24,12.1,56,1.4,2.2
2022-02-25,11.4,53,1.2,2.7
2022-02-26,10.4,53,0.1,5.3
2022-02-27,9.1,73,0.7,7.0
2022-02-28,5.7,59,5.3,6.1
2022-03-01,9.6,50,1.0,5.8
2022-03-02,9.0,55,1.6,3.9
2022-03-03,8.9,70,1.5,5.6
2022-03-04,5.6,45,1.8,4.4
2022-03-05,5.7,58,0.1,1.7
2022-03-06,9.8,76,0.9,1.7
2022-03-07,7.4,43,2.6,2.4
2022-03-08,8.7,86,0.4,7.3
2022-03-09,7.2,43,0.5,4.4
2022-03-10,7.0,59,0.0,5.9
2022-03-11,8.7,49,1.2,2.8
2022-03-12,5.6,63,4.3,3.3
2022-03-13,6.7,74,0.1,1.0
2022-03-14,5.4,65,0.4,1.4
2022-03-15,5.3,76,0.7,6.6
2022-03-16,5.4,77,2.6,4.7
2022-03-17,6.4,60,2.0,2.7
2022-03-18,4.9,79,1.1,6.4
2022-03-19,8.2,78,2.8,2.0
2022-03-20,3.8,60,1.9,7.8
2022-03-21,5.1,49,4.5,2.8
2022-03-22,4.5,77,3.4,2.7
2022-03-23,8.2,85,0.6,2.5
2022-03-24,5.7,43,0.6,1.0
2022-03-25,7.3,84,0.3,0.9
2022-03-26,2.2,59,0.8,5.2
2022-03-27,5.6,56,15.4,7.0
2022-03-28,6.9,46,1.0,6.3
2022-03-29,5.2,43,0.5,1.1
2022-03-30,7.2,68,2.9,4.4
2022-03-31,4.0,53,1.6,0.8
2022-04-01,7.8,42,0.3,0.4
2022-04-02,9.6,63,1.0,5.3
2022-04-03,4.3,76,1.1,4.3
2022-04-04,4.1,55,2.8,0.7
2022-04-05,8.0,43,0.0,0.3
2022-04-06,8.3,63,0.6,7.9
2022-04-07,4.1,73,1.5,0.2
2022-04-08,4.3,69,0.6,3.6
2022-04-09,4.7,57,2.0,4.0
2022-04-10,2.6,58,1.3,0.9
2022-04-11,3.6,70,0.9,1.4
2022-04-12,3.5,58,6.0,2.8
2022-04-13,4.0,88,2.0,6.1
2022-04-14,5.6,85,0.3,4.1
2022-04-15,6.2,58,1.6,5.1
2022-04-16,9.0,61,3.0,7.9
2022-04-17,4.0,63,2.5,6.1
2022-04-18,8.1,84,0.4,3.5
2022-04-19,5.8,51,7.2,3.6
2022-04-20,6.3,69,1.2,5.0
2022-04-21,7.9,77,0.3,5.3
2022-04-22,4.5,70,0.4,4.0
2022-04-23,7.6,75,0.2,5.2
2022-04-24,7.4,58,3.3,0.2
2022-04-25,8.2,87,0.3,3.4
2022-04-26,8.0,84,0.3,2.2
2022-04-27,12.5,75,3.8,1.0
2022-04-28,6.5,69,0.8,0.8
2022-04-29,6.9,88,0.1,4.8
2022-04-30,7.0,72,0.1,4.2
2022-05-01,7.3,57,0.3,2.0
2022-05-02,7.4,88,0.5,3.8
2022-05-03,11.2,67,2.2,3.9
2022-05-04,11.9,86,0.3,1.6
2022-05-05,8.2,50,0.3,5.2
2022-05-06,7.9,84,2.9,6.2
2022-05-07,10.8,72,2.2,6.3
2022-05-08,9.0,56,1.1,4.8
2022-05-09,11.6,45,1.6,4.1
2022-05-10,11.0,43,0.7,0.5
2022-05-11,7.8,59,1.3,2.3
2022-05-12,14.2,87,1.4,0.7
2022-05-13,14.9,86,1.0,7.7
2022-05-14,10.4,66,4.7,1.1
2022-05-15,11.1,54,0.0,1.2
2022-05-16,12.7,45,3.0,7.1
2022-05-17,13.1,86,0.3,7.6
2022-05-18,14.0,53,3.2,6.1
2022-05-19,17.0,50,1.9,0.0
2022-05-20,12.9,78,3.7,0.0
2022-05-21,12.0,48,0.2,3.0
2022-05-22,11.1,65,1.6,1.1
2022-05-23,12.7,55,1.4,0.1
2022-05-24,14.4,44,2.4,3.7
2022-05-25,18.3,49,1.5,7.5
2022-05-26,14.0,89,1.6,2.6
2022-05-27,15.7,42,1.1,5.3
2022-05-28,15.5,52,0.7,5.2
2022-05-29,18.2,82,1.3,2.0
2022-05-30,21.2,88,0.3,5.2
2022-05-31,15.4,69,6.5,1.7
2022-06-01,15.7,84,2.5,1.0
2022-06-02,19.1,45,6.1,5.6
2022-06-03,18.6,56,0.5,0.9
2022-06-04,21.2,84,4.2,8.0
2022-06-05,19.0,58,3.3,1.5
2022-06-06,17.4,81,2.3,4.8
2022-06-07,19.6,74,2.0,3.3
2022-06-08,20.9,85,0.8,1.0
2022-06-09,20.6,65,3.4,0.2
2022-06-10,20.2,44,1.4,5.0
2022-06-11,21.6,68,0.1,6.5
2022-06-12,22.0,76,0.8,6.7
2022-06-13,22.7,59,5.5,3.9
2022-06-14,21.5,88,3.8,6.2
2022-06-15,20.1,60,8.0,5.4
2022-06-16,21.0,49,2.0,5.8
2022-06-17,23.3,44,0.6,3.9
2022-06-18,19.5,75,0.4,5.1
2022-06-19,22.1,45,0.4,6.4
2022-06-20,20.8,65,0.0,3.2
2022-06-21,21.8,43,1.0,6.4
2022-06-22,24.6,78,0.4,4.7
2022-06-23,22.6,78,1.1,1.3
2022-06-24,22.5,89,5.5,0.2
2022-06-25,19.9,74,1.1,2.9
2022-06-26,24.3,40,4.2,4.4
2022-06-27,24.2,63,1.9,6.7
2022-06-28,27.4,75,0.6,1.0
2022-06-29,22.7,45,0.9,6.4
2022-06-30,23.9,80,0.2,6.9
2022-07-01,24.1,85,0.8,1.2
2022-07-02,26.9,83,2.3,6.8
2022-07-03,23.7,70,0.1,7.9
2022-07-04,24.6,59,0.5,5.8
2022-07-05,25.3,63,1.0,6.3
2022-07-06,24.6,64,8.0,8.0
2022-07-07,23.4,75,3.1,4.8
2022-07-08,24.8,60,2.6,2.5
2022-07-09,26.7,69,0.2,6.7
2022-07-10,22.6,63,3.0,4.9
2022-07-11,25.0,83,3.1,4.6
2022-07-12,23.4,81,1.8,2.0
2022-07-13,27.2,69,9.3,6.1
2022-07-14,21.8,61,0.8,0.7
2022-07-15,23.8,67,5.7,7.4
2022-07-16,25.7,46,4.9,2.6
2022-07-17,28.1,74,0.0,1.0
2022-07-18,24.9,67,1.2,3.5
2022-07-19,23.9,53,7.6,0.3
2022-07-20,28.8,49,0.2,5.5
2022-07-21,22.1,55,1.6,7.2
2022-07-22,20.6,55,7.7,6.7
2022-07-23,25.8,70,1.6,1.0
2022-07-24,23.9,81,0.4,1.0
2022-07-25,22.8,64,1.7,6.5
2022-07-26,26.3,52,0.5,7.4
2022-07-27,25.3,45,1.5,3.7
2022-07-28,23.6,83,0.2,4.0
2022-07-29,22.1,48,1.9,2.5
2022-07-30,26.3,84,1.5,7.2
2022-07-31,25.8,75,2.7,5.2
2022-08-01,24.2,82,2.0,2.3
2022-08-02,28.0,59,1.6,2.4
2022-08-03,22.0,57,2.3,7.1
2022-08-04,21.0,82,0.3,0.1
2022-08-05,22.5,60,1.8,2.6
2022-08-06,23.7,43,0.4,4.4
2022-08-07,24.1,89,5.2,1.2
2022-08-08,23.0,72,0.1,0.7
2022-08-09,24.1,66,1.1,6.5
2022-08-10,20.7,46,2.4,7.2
2022-08-11,25.9,45,1.2,6.6
2022-08-12,22.7,54,0.2,7.2
2022-08-13,24.9,57,1.6,4.4
2022-08-14,23.2,71,2.1,6.5
2022-08-15,23.2,50,2.4,3.1
2022-08-16,23.2,59,0.9,5.3
2022-08-17,22.8,63,1.7,7.9
2022-08-18,23.0,54,1.2,1.8
2022-08-19,24.1,87,2.2,3.1
2022-08-20,21.6,46,1.8,3.8
2022-08-21,22.4,60,1.5,1.1
2022-08-22,20.6,81,0.6,0.6
2022-08-23,23.4,65,0.0,6.6
2022-08-24,19.0,83,0.4,7.8
2022-08-25,23.7,53,0.2,3.2
2022-08-26,19.7,76,1.2,0.7
2022-08-27,16.7,60,1.9,0.5
2022-08-28,19.6,57,0.5,7.1
2022-08-29,17.7,44,5.6,3.7
2022-08-30,20.5,42,0.0,2.6
2022-08-31,17.2,62,3.0,3.8
2022-09-01,17.3,65,2.0,2.5
2022-09-02,14.2,76,0.9,3.9
2022-09-03,16.8,63,0.1,6.9
2022-09-04,12.6,88,2.0,4.7
2022-09-05,14.0,58,1.0,5.6
2022-09-06,18.4,64,5.5,2.9
2022-09-07,18.1,60,1.6,5.9
2022-09-08,17.1,51,5.6,5.3
2022-09-09,14.1,80,0.5,1.0
2022-09-10,15.6,72,2.6,4.6
2022-09-11,15.4,89,1.9,2.1
2022-09-12,12.8,43,2.7,6.4
2022-09-13,17.9,81,0.5,3.4
2022-09-14,16.3,46,2.2,8.0
2022-09-15,13.8,61,1.4,0.7
2022-09-16,14.1,72,2.7,6.2
2022-09-17,14.1,56,0.8,5.4
2022-09-18,9.3,63,4.4,6.1
2022-09-19,12.7,73,0.2,2.5
2022-09-20,11.5,67,3.3,3.9
2022-09-21,10.6,82,4.0,6.4
2022-09-22,11.7,80,3.4,1.9
2022-09-23,15.6,78,1.4,1.8
2022-09-24,13.0,61,1.2,4.4
2022-09-25,10.3,88,11.2,4.2
2022-09-26,12.4,56,0.5,2.3
2022-09-27,13.8,73,1.6,2.4
2022-09-28,12.5,45,2.2,2.2
2022-09-29,10.6,85,2.4,6.2
2022-09-30,8.9,45,0.5,5.2
2022-10-01,11.3,73,2.1,6.7
2022-10-02,10.5,40,3.4,7.8
2022-10-03,11.2,49,0.1,3.8
2022-10-04,10.5,60,4.8,0.5
2022-10-05,11.1,44,0.1,0.4
2022-10-06,7.7,41,0.9,2.4
2022-10-07,11.2,61,0.0,7.5
2022-10-08,8.7,87,0.2,4.2
2022-10-09,12.3,41,4.8,2.2
2022-10-10,6.5,49,0.9,3.2
2022-10-11,11.2,73,1.1,4.8
2022-10-12,7.9,55,0.5,5.2
2022-10-13,6.0,87,1.8,1.2
2022-10-14,6.2,78,1.8,7.8
2022-10-15,6.3,61,0.9,4.4
2022-10-16,7.6,51,0.8,1.1
2022-10-17,7.7,63,4.3,7.1
2022-10-18,5.3,86,1.0,0.6
2022-10-19,6.3,79,1.4,7.3
2022-10-20,10.5,77,0.7,8.0
2022-10-21,9.5,49,3.1,5.6
2022-10-22,6.8,74,1.0,6.2
2022-10-23,5.9,88,1.4,2.7
2022-10-24,6.0,71,0.6,7.5
2022-10-25,6.8,46,8.8,4.2
2022-10-26,3.5,60,0.7,5.9
2022-10-27,4.9,59,2.9,7.4
2022-10-28,2.0,65,1.1,7.8
2022-10-29,6.1,43,0.5,6.7
2022-10-30,6.5,85,3.2,2.4
2022-10-31,4.2,61,0.8,7.7
2022-11-01,8.3,54,4.0,5.0
2022-11-02,2.6,79,4.9,7.4
2022-11-03,2.1,60,3.9,5.4
2022-11-04,5.5,54,0.1,2.5
2022-11-05,7.1,61,3.1,3.0
2022-11-06,8.4,67,1.1,4.4
2022-11-07,4.1,53,4.1,6.3
2022-11-08,7.2,66,2.0,2.5
2022-11-09,5.0,80,3.6,4.6
2022-11-10,4.7,79,1.4,2.8
2022-11-11,6.9,67,1.5,6.5
2022-11-12,6.4,65,0.3,3.7
2022-11-13,2.0,88,3.1,0.6
2022-11-14,8.2,41,1.1,1.3
2022-11-15,8.1,64,1.4,0.5
2022-11-16,4.1,42,3.1,4.0
2022-11-17,6.3,47,1.8,0.9
2022-11-18,6.6,83,0.4,0.9
2022-11-19,6.2,72,1.8,7.5
2022-11-20,4.7,81,1.0,7.0
2022-11-21,4.5,74,1.3,3.6
2022-11-22,6.0,45,0.1,7.9
2022-11-23,8.5,78,0.5,0.0
2022-11-24,7.4,62,0.7,4.9
2022-11-25,5.7,64,2.5,4.9
2022-11-26,8.1,89,0.0,3.7
2022-11-27,1.0,82,1.1,3.2
2022-11-28,9.2,58,5.2,3.6
2022-11-29,3.6,44,0.2,3.3
2022-11-30,6.5,50,1.5,5.8
2022-12-01,5.2,51,3.1,1.1
2022-12-02,5.0,49,5.7,1.6
2022-12-03,10.1,47,2.7,1.4
2022-12-04,7.1,63,2.5,2.1
2022-12-05,8.9,67,3.5,4.2
2022-12-06,8.3,80,1.2,0.9
2022-12-07,9.6,75,3.3,6.9
2022-12-08,9.0,76,0.0,2.4
2022-12-09,6.5,60,5.2,1.3
2022-12-10,11.3,47,1.2,5.4
2022-12-11,8.6,48,1.6,0.3
2022-12-12,6.7,86,0.6,5.0
2022-12-13,9.2,54,2.7,5.6
2022-12-14,13.3,87,0.2,1.7
2022-12-15,12.3,85,4.1,0.3
2022-12-16,10.1,79,3.5,2.9
2022-12-17,10.4,57,0.5,0.8
2022-12-18,10.7,81,3.3,0.9
2022-12-19,15.8,59,3.1,2.0
2022-12-20,12.7,45,2.0,2.4
2022-12-21,13.0,51,0.9,4.2
2022-12-22,14.5,41,0.6,5.4
2022-12-23,13.2,46,0.5,4.7
2022-12-24,12.5,55,0.8,1.2
2022-12-25,12.9,42,4.7,1.4
2022-12-26,13.4,84,0.2,7.0
2022-12-27,13.8,42,3.5,4.5
2022-12-28,15.6,66,0.9,7.0
2022-12-29,14.5,89,1.5,3.0
2022-12-30,16.2,82,3.2,4.9
2022-12-31,14.8,79,4.3,4.2
